,author,co-author,year,attribute
211,HAIGH BP,SMITHELLS CJ,1928,collaborate
212,HAIGH BP,PORTER AW,1928,collaborate
213,HAIGH BP,MOND R,1928,collaborate
214,HAIGH BP,FINLAYSON D,1928,collaborate
215,HAIGH BP,ET AL,1928,collaborate
216,GOUGH HJ,ADAM NK,1928,collaborate
217,GOUGH HJ,BRAGG WH,1928,collaborate
218,GOUGH HJ,POOLE HJ,1928,collaborate
219,GOUGH HJ,MASSON I,1928,collaborate
220,GOUGH HJ,EGERTON A,1928,collaborate
221,GOUGH HJ,LENNARD-JONES,1928,collaborate
222,GOUGH HJ,POLANYI A,1928,collaborate
223,GOUGH HJ,EHRENFEST P,1928,collaborate
224,GOUGH HJ,MÜLLER A,1928,collaborate
225,GOUGH HJ,SMITHELLS CJ,1928,collaborate
226,GOUGH HJ,PORTER AW,1928,collaborate
227,GOUGH HJ,MOND R,1928,collaborate
228,GOUGH HJ,FINLAYSON D,1928,collaborate
229,GOUGH HJ,ET AL,1928,collaborate
230,ADAM NK,BRAGG WH,1928,collaborate
231,ADAM NK,POOLE HJ,1928,collaborate
232,ADAM NK,MASSON I,1928,collaborate
233,ADAM NK,EGERTON A,1928,collaborate
234,ADAM NK,LENNARD-JONES,1928,collaborate
235,ADAM NK,POLANYI A,1928,collaborate
236,ADAM NK,EHRENFEST P,1928,collaborate
237,ADAM NK,MÜLLER A,1928,collaborate
238,ADAM NK,SMITHELLS CJ,1928,collaborate
239,ADAM NK,PORTER AW,1928,collaborate
240,ADAM NK,MOND R,1928,collaborate
241,ADAM NK,FINLAYSON D,1928,collaborate
242,ADAM NK,ET AL,1928,collaborate
243,BRAGG WH,POOLE HJ,1928,collaborate
244,BRAGG WH,MASSON I,1928,collaborate
245,BRAGG WH,EGERTON A,1928,collaborate
246,BRAGG WH,LENNARD-JONES,1928,collaborate
247,BRAGG WH,POLANYI A,1928,collaborate
248,BRAGG WH,EHRENFEST P,1928,collaborate
249,BRAGG WH,MÜLLER A,1928,collaborate
250,BRAGG WH,SMITHELLS CJ,1928,collaborate
251,BRAGG WH,PORTER AW,1928,collaborate
252,BRAGG WH,MOND R,1928,collaborate
253,BRAGG WH,FINLAYSON D,1928,collaborate
254,BRAGG WH,ET AL,1928,collaborate
255,POOLE HJ,MASSON I,1928,collaborate
256,POOLE HJ,EGERTON A,1928,collaborate
257,POOLE HJ,LENNARD-JONES,1928,collaborate
258,POOLE HJ,POLANYI A,1928,collaborate
259,POOLE HJ,EHRENFEST P,1928,collaborate
260,POOLE HJ,MÜLLER A,1928,collaborate
261,POOLE HJ,SMITHELLS CJ,1928,collaborate
262,POOLE HJ,PORTER AW,1928,collaborate
263,POOLE HJ,MOND R,1928,collaborate
264,POOLE HJ,FINLAYSON D,1928,collaborate
265,POOLE HJ,ET AL,1928,collaborate
266,MASSON I,EGERTON A,1928,collaborate
267,MASSON I,LENNARD-JONES,1928,collaborate
268,MASSON I,POLANYI A,1928,collaborate
269,MASSON I,EHRENFEST P,1928,collaborate
270,MASSON I,MÜLLER A,1928,collaborate
271,MASSON I,SMITHELLS CJ,1928,collaborate
272,MASSON I,PORTER AW,1928,collaborate
273,MASSON I,MOND R,1928,collaborate
274,MASSON I,FINLAYSON D,1928,collaborate
275,MASSON I,ET AL,1928,collaborate
276,EGERTON A,LENNARD-JONES,1928,collaborate
277,EGERTON A,POLANYI A,1928,collaborate
278,EGERTON A,EHRENFEST P,1928,collaborate
279,EGERTON A,MÜLLER A,1928,collaborate
280,EGERTON A,SMITHELLS CJ,1928,collaborate
281,EGERTON A,PORTER AW,1928,collaborate
282,EGERTON A,MOND R,1928,collaborate
283,EGERTON A,FINLAYSON D,1928,collaborate
284,EGERTON A,ET AL,1928,collaborate
285,LENNARD-JONES,POLANYI A,1928,collaborate
286,LENNARD-JONES,EHRENFEST P,1928,collaborate
287,LENNARD-JONES,MÜLLER A,1928,collaborate
288,LENNARD-JONES,SMITHELLS CJ,1928,collaborate
289,LENNARD-JONES,PORTER AW,1928,collaborate
290,LENNARD-JONES,MOND R,1928,collaborate
291,LENNARD-JONES,FINLAYSON D,1928,collaborate
292,LENNARD-JONES,ET AL,1928,collaborate
293,POLANYI A,EHRENFEST P,1928,collaborate
294,POLANYI A,MÜLLER A,1928,collaborate
295,POLANYI A,SMITHELLS CJ,1928,collaborate
296,POLANYI A,PORTER AW,1928,collaborate
297,POLANYI A,MOND R,1928,collaborate
298,POLANYI A,FINLAYSON D,1928,collaborate
299,POLANYI A,ET AL,1928,collaborate
300,EHRENFEST P,MÜLLER A,1928,collaborate
301,EHRENFEST P,SMITHELLS CJ,1928,collaborate
302,EHRENFEST P,PORTER AW,1928,collaborate
303,EHRENFEST P,MOND R,1928,collaborate
304,EHRENFEST P,FINLAYSON D,1928,collaborate
305,EHRENFEST P,ET AL,1928,collaborate
306,MÜLLER A,SMITHELLS CJ,1928,collaborate
307,MÜLLER A,PORTER AW,1928,collaborate
308,MÜLLER A,MOND R,1928,collaborate
309,MÜLLER A,FINLAYSON D,1928,collaborate
310,MÜLLER A,ET AL,1928,collaborate
311,SMITHELLS CJ,PORTER AW,1928,collaborate
312,SMITHELLS CJ,MOND R,1928,collaborate
313,SMITHELLS CJ,FINLAYSON D,1928,collaborate
314,SMITHELLS CJ,ET AL,1928,collaborate
315,PORTER AW,MOND R,1928,collaborate
316,PORTER AW,FINLAYSON D,1928,collaborate
317,PORTER AW,ET AL,1928,collaborate
318,MOND R,FINLAYSON D,1928,collaborate
319,MOND R,ET AL,1928,collaborate
320,FINLAYSON D,ET AL,1928,collaborate
321,EINSTEIN A,DE SITTER W,1932,collaborate
322,EINSTEIN A,TOLMAN RC,1931,collaborate
323,EINSTEIN A,PODOLSKY B,1931,collaborate
324,TOLMAN RC,PODOLSKY B,1931,collaborate
325,CURIE M,LORENTZ HA,1927,collaborate
326,CURIE M,EINSTEIN A,1927,collaborate
327,CURIE M,SEREX P,1927,collaborate
328,LORENTZ HA,EINSTEIN A,1927,collaborate
329,LORENTZ HA,SEREX P,1927,collaborate
330,EINSTEIN A,SEREX P,1927,collaborate
331,WOOLARD EW,EINSTEIN A,1928,collaborate
332,WOOLARD EW,FURTH R,1928,collaborate
333,WOOLARD EW,COWPER AD,1928,collaborate
334,EINSTEIN A,FURTH R,1928,collaborate
335,EINSTEIN A,COWPER AD,1928,collaborate
336,FURTH R,COWPER AD,1928,collaborate
337,MURNAGHAN FD,EINSTEIN A,1925,collaborate
338,MURNAGHAN FD,JEFFERY GB,1925,collaborate
339,MURNAGHAN FD,PERRETT W,1925,collaborate
340,MURNAGHAN FD,WHITEHEAD AN,1925,collaborate
341,EINSTEIN A,JEFFERY GB,1925,collaborate
342,EINSTEIN A,PERRETT W,1925,collaborate
343,EINSTEIN A,WHITEHEAD AN,1925,collaborate
344,JEFFERY GB,PERRETT W,1925,collaborate
345,JEFFERY GB,WHITEHEAD AN,1925,collaborate
346,PERRETT W,WHITEHEAD AN,1925,collaborate
347,EINSTEIN A,MÜHSAM H,1923,collaborate
348,CHANDRASEKHAR S,FOWLER RH,1931,collaborate
349,CHANDRASEKHAR S,MILNE EA,1931,collaborate
350,FOWLER RH,MILNE EA,1931,collaborate
351,FOWLER RH,MILNE EA,1925,collaborate
352,FOWLER RH,MILNE EA,1923,collaborate
353,KOTHARI DS,FOWLER RH,1932,collaborate
354,WILSON AH,FOWLER RH,1931,collaborate
355,FOWLER RH,GUGGENHEIM EA,1925,collaborate
356,DARWIN C,FOWLER RH,1922,collaborate
357,FOWLER RH,STERNE TE,1932,collaborate
358,BERNAL JD,FOWLER RH,1933,collaborate
359,FOWLER RH,POWELL FC,1931,collaborate
360,HEISENBERG W,PAULI WE,1930,collaborate
361,HEISENBERG W,PAULI WE,1929,collaborate
362,HEISENBERG W,JORDAN P,1926,collaborate
363,KRAMERS HA,HEISENBERG W,1925,collaborate
364,BORN M,HEISENBERG W,1923,collaborate
365,LANDÉ A,HEISENBERG W,1924,collaborate
366,SOMMERFELD A,HEISENBERG W,1922,collaborate
367,SOMMERFELD A,HEISENBERG W,1922,collaborate
368,KRAMERS HA,HOLST H,1925,collaborate
369,KRAMERS HA,EUCKEN A,1925,collaborate
370,KRAMERS HA,HÜTTIG GF,1925,collaborate
371,KRAMERS HA,V AUWERS K,1925,collaborate
372,KRAMERS HA,THIEL A,1925,collaborate
373,KRAMERS HA,DASSLER A,1925,collaborate
374,KRAMERS HA,WÜLFKEN F,1925,collaborate
375,KRAMERS HA,WEDEKIND E,1925,collaborate
376,KRAMERS HA,KUHN A,1925,collaborate
377,KRAMERS HA,BECKER K,1925,collaborate
378,KRAMERS HA,EBERT F,1925,collaborate
379,KRAMERS HA,STAVENHAGEN A,1925,collaborate
380,KRAMERS HA,ALTERTHUM H,1925,collaborate
381,KRAMERS HA,BUCHNER M,1925,collaborate
382,KRAMERS HA,ET AL,1925,collaborate
383,HOLST H,EUCKEN A,1925,collaborate
384,HOLST H,HÜTTIG GF,1925,collaborate
385,HOLST H,V AUWERS K,1925,collaborate
386,HOLST H,THIEL A,1925,collaborate
387,HOLST H,DASSLER A,1925,collaborate
388,HOLST H,WÜLFKEN F,1925,collaborate
389,HOLST H,WEDEKIND E,1925,collaborate
390,HOLST H,KUHN A,1925,collaborate
391,HOLST H,BECKER K,1925,collaborate
392,HOLST H,EBERT F,1925,collaborate
393,HOLST H,STAVENHAGEN A,1925,collaborate
394,HOLST H,ALTERTHUM H,1925,collaborate
395,HOLST H,BUCHNER M,1925,collaborate
396,HOLST H,ET AL,1925,collaborate
397,EUCKEN A,HÜTTIG GF,1925,collaborate
398,EUCKEN A,V AUWERS K,1925,collaborate
399,EUCKEN A,THIEL A,1925,collaborate
400,EUCKEN A,DASSLER A,1925,collaborate
401,EUCKEN A,WÜLFKEN F,1925,collaborate
402,EUCKEN A,WEDEKIND E,1925,collaborate
403,EUCKEN A,KUHN A,1925,collaborate
404,EUCKEN A,BECKER K,1925,collaborate
405,EUCKEN A,EBERT F,1925,collaborate
406,EUCKEN A,STAVENHAGEN A,1925,collaborate
407,EUCKEN A,ALTERTHUM H,1925,collaborate
408,EUCKEN A,BUCHNER M,1925,collaborate
409,EUCKEN A,ET AL,1925,collaborate
410,HÜTTIG GF,V AUWERS K,1925,collaborate
411,HÜTTIG GF,THIEL A,1925,collaborate
412,HÜTTIG GF,DASSLER A,1925,collaborate
413,HÜTTIG GF,WÜLFKEN F,1925,collaborate
414,HÜTTIG GF,WEDEKIND E,1925,collaborate
415,HÜTTIG GF,KUHN A,1925,collaborate
416,HÜTTIG GF,BECKER K,1925,collaborate
417,HÜTTIG GF,EBERT F,1925,collaborate
418,HÜTTIG GF,STAVENHAGEN A,1925,collaborate
419,HÜTTIG GF,ALTERTHUM H,1925,collaborate
420,HÜTTIG GF,BUCHNER M,1925,collaborate
421,HÜTTIG GF,ET AL,1925,collaborate
422,V AUWERS K,THIEL A,1925,collaborate
423,V AUWERS K,DASSLER A,1925,collaborate
424,V AUWERS K,WÜLFKEN F,1925,collaborate
425,V AUWERS K,WEDEKIND E,1925,collaborate
426,V AUWERS K,KUHN A,1925,collaborate
427,V AUWERS K,BECKER K,1925,collaborate
428,V AUWERS K,EBERT F,1925,collaborate
429,V AUWERS K,STAVENHAGEN A,1925,collaborate
430,V AUWERS K,ALTERTHUM H,1925,collaborate
431,V AUWERS K,BUCHNER M,1925,collaborate
432,V AUWERS K,ET AL,1925,collaborate
433,THIEL A,DASSLER A,1925,collaborate
434,THIEL A,WÜLFKEN F,1925,collaborate
435,THIEL A,WEDEKIND E,1925,collaborate
436,THIEL A,KUHN A,1925,collaborate
437,THIEL A,BECKER K,1925,collaborate
438,THIEL A,EBERT F,1925,collaborate
439,THIEL A,STAVENHAGEN A,1925,collaborate
440,THIEL A,ALTERTHUM H,1925,collaborate
441,THIEL A,BUCHNER M,1925,collaborate
442,THIEL A,ET AL,1925,collaborate
443,DASSLER A,WÜLFKEN F,1925,collaborate
444,DASSLER A,WEDEKIND E,1925,collaborate
445,DASSLER A,KUHN A,1925,collaborate
446,DASSLER A,BECKER K,1925,collaborate
447,DASSLER A,EBERT F,1925,collaborate
448,DASSLER A,STAVENHAGEN A,1925,collaborate
449,DASSLER A,ALTERTHUM H,1925,collaborate
450,DASSLER A,BUCHNER M,1925,collaborate
451,DASSLER A,ET AL,1925,collaborate
452,WÜLFKEN F,WEDEKIND E,1925,collaborate
453,WÜLFKEN F,KUHN A,1925,collaborate
454,WÜLFKEN F,BECKER K,1925,collaborate
455,WÜLFKEN F,EBERT F,1925,collaborate
456,WÜLFKEN F,STAVENHAGEN A,1925,collaborate
457,WÜLFKEN F,ALTERTHUM H,1925,collaborate
458,WÜLFKEN F,BUCHNER M,1925,collaborate
459,WÜLFKEN F,ET AL,1925,collaborate
460,WEDEKIND E,KUHN A,1925,collaborate
461,WEDEKIND E,BECKER K,1925,collaborate
462,WEDEKIND E,EBERT F,1925,collaborate
463,WEDEKIND E,STAVENHAGEN A,1925,collaborate
464,WEDEKIND E,ALTERTHUM H,1925,collaborate
465,WEDEKIND E,BUCHNER M,1925,collaborate
466,WEDEKIND E,ET AL,1925,collaborate
467,KUHN A,BECKER K,1925,collaborate
468,KUHN A,EBERT F,1925,collaborate
469,KUHN A,STAVENHAGEN A,1925,collaborate
470,KUHN A,ALTERTHUM H,1925,collaborate
471,KUHN A,BUCHNER M,1925,collaborate
472,KUHN A,ET AL,1925,collaborate
473,BECKER K,EBERT F,1925,collaborate
474,BECKER K,STAVENHAGEN A,1925,collaborate
475,BECKER K,ALTERTHUM H,1925,collaborate
476,BECKER K,BUCHNER M,1925,collaborate
477,BECKER K,ET AL,1925,collaborate
478,EBERT F,STAVENHAGEN A,1925,collaborate
479,EBERT F,ALTERTHUM H,1925,collaborate
480,EBERT F,BUCHNER M,1925,collaborate
481,EBERT F,ET AL,1925,collaborate
482,STAVENHAGEN A,ALTERTHUM H,1925,collaborate
483,STAVENHAGEN A,BUCHNER M,1925,collaborate
484,STAVENHAGEN A,ET AL,1925,collaborate
485,ALTERTHUM H,BUCHNER M,1925,collaborate
486,ALTERTHUM H,ET AL,1925,collaborate
487,BUCHNER M,ET AL,1925,collaborate
488,KRAMERS HA,JONKER CC,1933,collaborate
489,KRAMERS HA,KOOPMANS T,1933,collaborate
490,JONKER CC,KOOPMANS T,1933,collaborate
491,VAN ENGERS EM,KRAMERS HA,1933,collaborate
492,ORNSTEIN LS,KRAMERS HA,1927,collaborate
493,KRAMERS HA,ITTMANN GP,1930,collaborate
494,KRONIG RDL,KRAMERS HA,1928,collaborate
495,DE HAAS WJ,WIERSMA EC,1933,collaborate
496,DE HAAS WJ,KRAMERS HA,1933,collaborate
497,WIERSMA EC,KRAMERS HA,1933,collaborate
498,KRAMERS HA,PAULI WE,1923,collaborate
499,OLSON AR,KRAMERS HA,1932,collaborate
500,TONKS L,MOTT-SMITH HM,1926,collaborate
501,TONKS L,LANGMUIR I,1926,collaborate
502,MOTT-SMITH HM,LANGMUIR I,1926,collaborate
503,LANGMUIR I,FOUND CG,1924,collaborate
504,LANGMUIR I,DITTMER AF,1924,collaborate
505,FOUND CG,DITTMER AF,1924,collaborate
506,LANGMUIR I,COMPTON KT,1931,collaborate
507,COMPTON KT,LANGMUIR I,1930,collaborate
508,TAYLOR JB,LANGMUIR I,1933,collaborate
509,BLODGETT KB,LANGMUIR I,1932,collaborate
510,LANGMUIR I,TAYLOR JB,1932,collaborate
511,FOUND CG,LANGMUIR I,1932,collaborate
512,BLODGETT KB,LANGMUIR I,1932,collaborate
513,LANGMUIR I,WESTENDORP WF,1931,collaborate
514,LANGMUIR I,SIXTUS KJ,1931,collaborate
515,LANGMUIR I,VILLARS DS,1931,collaborate
516,LANGMUIR I,MACLANE S,1930,collaborate
517,LANGMUIR I,BLODGETT KB,1930,collaborate
518,MACLANE S,BLODGETT KB,1930,collaborate
519,LANGMUIR I,FOUND CG,1930,collaborate
520,TONKS L,LANGMUIR I,1929,collaborate
521,LANGMUIR I,KINGDON KH,1929,collaborate
522,TONKS L,LANGMUIR I,1929,collaborate
523,LANGMUIR I,JONES HA,1928,collaborate
524,TONKS L,LANGMUIR I,1927,collaborate
525,LANGMUIR I,LANGMUIR DB,1927,collaborate
526,MOTT-SMITH HM,LANGMUIR I,1926,collaborate
527,LANGMUIR I,KINGDON KH,1925,collaborate
528,LANGMUIR I,JONES HA,1924,collaborate
529,LANGMUIR I,BLODGETT KB,1924,collaborate
530,LANGMUIR I,KINGDON KH,1923,collaborate
531,LANGMUIR I,BLODGETT KB,1923,collaborate
532,KINGDON KH,LANGMUIR I,1923,collaborate
533,BARTLETT G,LANGMUIR I,1921,collaborate
534,HULL AW,LANGMUIR I,1929,collaborate
535,LINDEMANN FA,ARRHENIUS S,1922,collaborate
536,LINDEMANN FA,LANGMUIR I,1922,collaborate
537,LINDEMANN FA,DHAR NR,1922,collaborate
538,LINDEMANN FA,PERRIN J,1922,collaborate
539,LINDEMANN FA,MCC LEWIS WC,1922,collaborate
540,ARRHENIUS S,LANGMUIR I,1922,collaborate
541,ARRHENIUS S,DHAR NR,1922,collaborate
542,ARRHENIUS S,PERRIN J,1922,collaborate
543,ARRHENIUS S,MCC LEWIS WC,1922,collaborate
544,LANGMUIR I,DHAR NR,1922,collaborate
545,LANGMUIR I,PERRIN J,1922,collaborate
546,LANGMUIR I,MCC LEWIS WC,1922,collaborate
547,DHAR NR,PERRIN J,1922,collaborate
548,DHAR NR,MCC LEWIS WC,1922,collaborate
549,PERRIN J,MCC LEWIS WC,1922,collaborate
550,RIDEAL E,THE CHAIRMAN TC,1922,collaborate
551,RIDEAL E,BONE WA,1922,collaborate
552,RIDEAL E,INGLE-FINCH G,1922,collaborate
553,RIDEAL E,BALY ECC,1922,collaborate
554,RIDEAL E,MCC LEWIS WC,1922,collaborate
555,RIDEAL E,EDSER E,1922,collaborate
556,RIDEAL E,ARMSTRONG EF,1922,collaborate
557,RIDEAL E,HILDITCH TP,1922,collaborate
558,RIDEAL E,HOLTORP HE,1922,collaborate
559,RIDEAL E,LANGMUIR I,1922,collaborate
560,RIDEAL E,ARRHENIUS A,1922,collaborate
561,THE CHAIRMAN TC,BONE WA,1922,collaborate
562,THE CHAIRMAN TC,INGLE-FINCH G,1922,collaborate
563,THE CHAIRMAN TC,BALY ECC,1922,collaborate
564,THE CHAIRMAN TC,MCC LEWIS WC,1922,collaborate
565,THE CHAIRMAN TC,EDSER E,1922,collaborate
566,THE CHAIRMAN TC,ARMSTRONG EF,1922,collaborate
567,THE CHAIRMAN TC,HILDITCH TP,1922,collaborate
568,THE CHAIRMAN TC,HOLTORP HE,1922,collaborate
